LOB	Business Area	Scope Item ID	Description	Solution Activity (Hierarchy)	Fiori App or Transaction Title	Fiori App or Transaction ID	Business Role Description	Business Role ID
Supply Chain	Delivery and Transportation	6W2	Manual Transportation Planning	        Create Freight Orders for Pick-up and Delivery for Air Freight Booking	Freight Bookings - Worklist	/SCMTMS/WD11W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W2	Manual Transportation Planning	        Create Delivery and Monitor Air Freight Booking	Freight Bookings - Worklist	/SCMTMS/WD11W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W2	Manual Transportation Planning	    Appendix				
Supply Chain	Delivery and Transportation	6W2	Manual Transportation Planning	        Process Integration				
Supply Chain	Delivery and Transportation	6W2	Manual Transportation Planning	            Preceding Processes				
Supply Chain	Delivery and Transportation	6W2	Manual Transportation Planning	            Succeeding Processes				
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	    Road				
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	        Outbound				
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Truck Arrived and Checked In at Shipping Point Location	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Truck Checked Out and Departed at Shipping Point Location	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Post Goods Issue	Change Outbound Delivery 	VL02N	Shipping Specialist	SAP_BR_SHIPPING_SPECIALIST
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Truck Arrived at Customer Location	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	        Inbound				
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Truck Arrived and Checked In at Receiving Point Location	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Ready for Warehousing	Edit Road Freight Order	/SCMTMS/WD12F	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Post Goods Receipt	Change Inbound Delivery 	VL32N	Receiving Specialist	SAP_BR_RECEIVING_SPECIALIST
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Truck Checked Out and Departed at Receiving Point Location	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	    Rail				
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	        Outbound				
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Railcar Arrived and Checked In at Shipping Point Location	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Railcar Checked Out and Departed at Shipping Point Location	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Post Goods Issue	Change Outbound Delivery 	VL02N	Shipping Specialist	SAP_BR_SHIPPING_SPECIALIST
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Railcar Arrived at Customer Location	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	        Inbound				
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Railcar Arrived and Checked-In at Receiving Point Location	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Ready for Warehousing	Edit Rail Freight Order	/SCMTMS/WD12G	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Post Goods Receipt	Change Inbound Delivery 	VL32N	Receiving Specialist	SAP_BR_RECEIVING_SPECIALIST
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Railcar Checked-Out and Departed at Receiving Point Location	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	    Ocean				
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	        Outbound				
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Truck Arrived and Checked In at Shipping Point Location (Pick-Up)	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Truck Checked Out and Departed at Shipping Point Location (Pick-Up)	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Post Goods Issue	Change Outbound Delivery 	VL02N	Shipping Specialist	SAP_BR_SHIPPING_SPECIALIST
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Create Billing Document	Create Billing Documents 	F0798	Billing Clerk	SAP_BR_BILLING_CLERK
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Arrival of Truck at Port of Loading (Pick-Up)	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Departure of Vessel from Port of Loading (Main Leg)	Freight Bookings - Worklist	/SCMTMS/WD11W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Arrival of Vessel at Port of Discharge (Main Leg)	Freight Bookings - Worklist	/SCMTMS/WD11W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Departure of Truck at Port of Discharge (Delivery)	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Truck Arrived at Customer Location (Delivery)	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	        Inbound				
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Arrival of Truck at Port of Loading (Pick-up)	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Departure of Vessel from Port of Loading (Main Leg)	Freight Bookings - Worklist	/SCMTMS/WD11W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Arrival of Vessel at Port of Discharge (Main Leg)	Freight Bookings - Worklist	/SCMTMS/WD11W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Departure of Truck at Port of Discharge (Delivery)	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Truck Arrived and Checked-In at Receiving Point Location (Delivery)	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Ready for Warehousing	Edit Road Freight Order	/SCMTMS/WD12F	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Post Goods Receipt	Change Inbound Delivery 	VL32N	Receiving Specialist	SAP_BR_RECEIVING_SPECIALIST
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Truck Checked Out and Departed at Receiving Point Location (Delivery)	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	    Air				
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	        Outbound				
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Truck Arrived and Checked In at Shipping Point Location (Pick-Up)	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Truck Checked Out and Departed at Shipping Point Location (Pick-Up)	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Post Goods Issue	Change Outbound Delivery 	VL02N	Shipping Specialist	SAP_BR_SHIPPING_SPECIALIST
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Create Billing Document	Create Billing Documents 	F0798	Billing Clerk	SAP_BR_BILLING_CLERK
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Arrival of Truck at Airport of Departure (Pick-Up)	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Departure of Airplane at Airport of Departure (Main Leg)	Freight Bookings - Worklist	/SCMTMS/WD11W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Departure of Airplane at Airport of Departure (Main Leg)				
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Arrival of Airplane at Airport of Destination (Main Leg)	Freight Bookings - Worklist	/SCMTMS/WD11W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Arrival of Airplane at Airport of Destination (Main Leg)				
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Departure of Truck at Airport of Destination (Delivery)	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Truck Arrived at Customer Location (Delivery)	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	        Inbound				
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Arrival of Truck at Airport of Departure (Pick-Up)	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Departure of Airplane at Airport of Departure (Main Leg)	Freight Bookings - Worklist	/SCMTMS/WD11W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Departure of Airplane at Airport of Departure (Main Leg)				
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Arrival of Airplane at Airport of Destination (Main Leg)	Freight Bookings - Worklist	/SCMTMS/WD11W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Arrival of Airplane at Airport of Destination (Main Leg)				
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Departure of Truck at Airport of Destination (Delivery)	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Truck Arrived and Checked In at Receiving Point Location (Delivery)	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Ready for Warehousing	Edit Road Freight Order	/SCMTMS/WD12F	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Post Goods Receipt	Change Inbound Delivery 	VL32N	Receiving Specialist	SAP_BR_RECEIVING_SPECIALIST
Supply Chain	Delivery and Transportation	6W3	Transportation Execution	            Set Truck Checked Out and Departed at Receiving Point Location (Delivery)	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	6W4	Freight Settlement	    Freight Cost Accrual Postings				
Supply Chain	Delivery and Transportation	6W4	Freight Settlement	    Monitor Freight Cost Allocation Documents				
Supply Chain	Delivery and Transportation	6W4	Freight Settlement	    Carrier Settlement for Freight Orders and Freight Bookings				
Supply Chain	Delivery and Transportation	6W4	Freight Settlement	        Create Supplier Invoice (Invoice Verification)	Create Supplier Invoice - Advanced 	MIRO	Accounts Payable Accountant - Procurement	SAP_BR_AP_ACCOUNTANT_PROCUREMT
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	    Create Purchase Order	Create Purchase Order - Advanced 	ME21N	Purchaser	SAP_BR_PURCHASER
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	    Purchase Order Communication to the supplierâ€™s system				
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	    Create Inbound Delivery				
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	        Inbound Delivery Creation via DELVRY Idoc (Optional)				
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	        Create Inbound Delivery Manually	Create Inbound Delivery 	VL31N	Receiving Specialist	SAP_BR_RECEIVING_SPECIALIST
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	    Automatic Freight Unit Creation & Inbound Delivery Creation in EWM				
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	        Display Freight Unit	Freight Units - Worklist	/SCMTMS/WD10W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	        Display EWM Inbound Delivery	Warehouse Monitor 	/SCWM/MON	Warehouse Clerk (EWM)	SAP_BR_WAREHOUSE_CLERK_EWM
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	    Manual Creation of Freight Order and Freight Unit Assignment				
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	        Create Freight Order	Freight Units - Worklist	/SCMTMS/WD10W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	        Update Freight Order	Edit Road Freight Order	/SCMTMS/WD12F	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	    Set to Ready for Transportation Execution	Edit Road Freight Order	/SCMTMS/WD12F	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	    Set Truck Arrived at Receiving Point Location	Edit Road Freight Order	/SCMTMS/WD12F	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	    Set Truck Checked In at Receiving Point Location	Edit Road Freight Order	/SCMTMS/WD12F	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	    Set Ready for Warehousing	Load or Unload Freight Orders 	/SCMTMS/ASR	Warehouse Clerk (EWM)	SAP_BR_WAREHOUSE_CLERK_EWM
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	    Warehouse Door Assignment	Load or Unload Freight Orders 	/SCMTMS/ASR	Warehouse Clerk (EWM)	SAP_BR_WAREHOUSE_CLERK_EWM
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	    Execution of Unloading the Goods	Load or Unload Freight Orders 	/SCMTMS/ASR	Warehouse Clerk (EWM)	SAP_BR_WAREHOUSE_CLERK_EWM
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	    Trigger Goods Movement (Goods receipt)	Load or Unload Freight Orders 	/SCMTMS/ASR	Warehouse Clerk (EWM)	SAP_BR_WAREHOUSE_CLERK_EWM
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	    Create Putaway Warehouse Task	Maintain Inbound Deliveries 	/SCWM/PRDI	Warehouse Clerk (EWM)	SAP_BR_WAREHOUSE_CLERK_EWM
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	    Confirm Warehouse Tasks	Warehouse Monitor 	/SCWM/MON	Warehouse Clerk (EWM)	SAP_BR_WAREHOUSE_CLERK_EWM
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	    Confirm Warehouse Tasks	Process Warehouse Tasks - Putaway 	F4150	Warehouse Operative (EWM)	SAP_BR_WAREHOUSE_OPERATIVE_EWM
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	    Check Stock Level (Optional)	Warehouse Monitor 	/SCWM/MON	Warehouse Clerk (EWM)	SAP_BR_WAREHOUSE_CLERK_EWM
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	    Set Warehouse Door Status â€œDeparted from Doorâ€	Load or Unload Freight Orders 	/SCMTMS/ASR	Warehouse Clerk (EWM)	SAP_BR_WAREHOUSE_CLERK_EWM
Supply Chain	Delivery and Transportation	7GP	Basic TM/EWM - Inbound Advanced Shipping and Receiving	    Set Truck Checked Out and Departed from Receiving Point Location	Edit Road Freight Order	/SCMTMS/WD12F	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	    Create Sales Order and Delivery Creation				
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	        Create Sales Order	Manage Sales Orders 	F1873	Internal Sales Representative	SAP_BR_INTERNAL_SALES_REP
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	        Create Outbound Delivery	Create Outbound Deliveries - From Sales Orders 	F0869A	Shipping Specialist	SAP_BR_SHIPPING_SPECIALIST
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	        Create Outbound Delivery	Create Outbound Deliveries 	F0869A	Shipping Specialist	SAP_BR_SHIPPING_SPECIALIST
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	    Check Automatic Freight Unit & Outbound Delivery Order in EWM				
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	        Check Automatic Freight Unit (Optional)	Freight Units - Worklist	/SCMTMS/WD10W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	        Check Outbound Delivery Order in EWM	Warehouse Monitor 	/SCWM/MON	Warehouse Clerk (EWM)	SAP_BR_WAREHOUSE_CLERK_EWM
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	    Planning				
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	        Manual Creation of Freight Order	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	        Set Ready for Transportation Execution	Edit Road Freight Order	/SCMTMS/WD12F	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	        Set Ready for Warehousing - Transport Driven Process	Load or Unload Freight Orders 	/SCMTMS/ASR	Warehouse Clerk (EWM)	SAP_BR_WAREHOUSE_CLERK_EWM
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	    Picking and Packing				
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	        Create Pick Warehouse Tasks	Warehouse Monitor 	/SCWM/MON	Warehouse Clerk (EWM)	SAP_BR_WAREHOUSE_CLERK_EWM
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	        Confirm Pick Warehouse Tasks	Warehouse Monitor 	/SCWM/MON	Warehouse Clerk (EWM)	SAP_BR_WAREHOUSE_CLERK_EWM
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	        Set Deliveries to Ready for Shipping	Warehouse Monitor 	/SCWM/MON	Warehouse Clerk (EWM)	SAP_BR_WAREHOUSE_CLERK_EWM
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	        Set Truck Arrived and Checked In at Shipping Point Location	Edit Road Freight Order	/SCMTMS/WD12F	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	    Loading and Goods Issue				
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	        Truck arrives at Loading Point (Warehouse)	Load or Unload Freight Orders 	/SCMTMS/ASR	Warehouse Clerk (EWM)	SAP_BR_WAREHOUSE_CLERK_EWM
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	        Print Shipping Manifest (Optional)	Edit Road Freight Order	/SCMTMS/WD12F	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	        Set Execution Status â€œSet items to Loadedâ€	Load or Unload Freight Orders 	/SCMTMS/ASR	Warehouse Clerk (EWM)	SAP_BR_WAREHOUSE_CLERK_EWM
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	        Set Execution Status â€œSet Stop to Loading Completedâ€ for Loading Point	Load or Unload Freight Orders 	/SCMTMS/ASR	Warehouse Clerk (EWM)	SAP_BR_WAREHOUSE_CLERK_EWM
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	        Trigger Goods Issue for Warehouse Stock	Load or Unload Freight Orders 	/SCMTMS/ASR	Warehouse Clerk (EWM)	SAP_BR_WAREHOUSE_CLERK_EWM
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	        Print Road Waybill (Optional)	Edit Road Freight Order	/SCMTMS/WD12F	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	        Depart from Door at Loading Point	Load or Unload Freight Orders 	/SCMTMS/ASR	Warehouse Clerk (EWM)	SAP_BR_WAREHOUSE_CLERK_EWM
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	    Execution				
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	        Set Truck Checked Out and Departed at Shipping Point Location	Edit Road Freight Order	/SCMTMS/WD12F	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	        Send Freight Order Information to the Carrier (Optional)	Edit Road Freight Order	/SCMTMS/WD12F	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7GQ	Basic TM/EWM - Outbound Advanced Shipping and Receiving	        Set Truck Arrived at Customer Location	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7IV	Manual Transportation Planning - Basic TM	    Manual Transportation Planning Road Freight Order				
Supply Chain	Delivery and Transportation	7IV	Manual Transportation Planning - Basic TM	        Perform Manual Transportation Planning for Road Freight Order				
Supply Chain	Delivery and Transportation	7IV	Manual Transportation Planning - Basic TM	        Perform Subcontracting for Road Freight Order	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7IV	Manual Transportation Planning - Basic TM	        Receive Confirmation for Road Freight Order	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7IV	Manual Transportation Planning - Basic TM	        Monitor Road Freight Order	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7IV	Manual Transportation Planning - Basic TM	    Manual Transportation Planning Rail Freight Order				
Supply Chain	Delivery and Transportation	7IV	Manual Transportation Planning - Basic TM	        Perform Manual Transportation Planning for Rail Freight Order				
Supply Chain	Delivery and Transportation	7IV	Manual Transportation Planning - Basic TM	        Perform Subcontracting for Rail Freight Order	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7IV	Manual Transportation Planning - Basic TM	        Receive Confirmation for Rail Freight Order	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7IV	Manual Transportation Planning - Basic TM	        Monitor Rail Freight Order	Freight Orders - Worklist	/SCMTMS/WD12W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7IV	Manual Transportation Planning - Basic TM	    Manual Transportation Planning Ocean Freight Booking				
Supply Chain	Delivery and Transportation	7IV	Manual Transportation Planning - Basic TM	        Perform Manual Transportation Planning for Ocean Freight Booking				
Supply Chain	Delivery and Transportation	7IV	Manual Transportation Planning - Basic TM	        Perform Subcontracting for Ocean Freight Booking	Freight Bookings - Worklist	/SCMTMS/WD11W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7IV	Manual Transportation Planning - Basic TM	        Receive Confirmation for Ocean Freight Booking	Freight Bookings - Worklist	/SCMTMS/WD11W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7IV	Manual Transportation Planning - Basic TM	        Create Freight Orders for Pick-up and Delivery for Ocean Freight Booking	Freight Bookings - Worklist	/SCMTMS/WD11W	Transportation Planner	SAP_BR_TRANSPORTATION_PLANNER
Supply Chain	Delivery and Transportation	7IV	Manual Transportation Planning - Basic TM	    Manual Transportation Planning Air Freight Booking				
