LOB	Business Area	Scope Item ID	Description	Solution Activity (Hierarchy)	Fiori App or Transaction Title	Fiori App or Transaction ID	Business Role Description	Business Role ID
Asset Management	Maintenance Management	BJ2	Preventive Maintenance	        Create Maintenance Item	Manage Maintenance Items 	F5356	Maintenance Planner	SAP_BR_MAINTENANCE_PLANNER
Asset Management	Maintenance Management	BJ2	Preventive Maintenance	        Create Maintenance Item	Manage Maintenance Plans 	F5325	Maintenance Planner	SAP_BR_MAINTENANCE_PLANNER
Asset Management	Maintenance Management	BJ2	Preventive Maintenance	        Create Maintenance Plan	Manage Maintenance Plans 	F5325	Maintenance Planner	SAP_BR_MAINTENANCE_PLANNER
Asset Management	Maintenance Management	BJ2	Preventive Maintenance	        Create Measurement Document	Create Measurement Document for Technical Object 	EAMS_WDA_MD_OIF	Maintenance Planner	SAP_BR_MAINTENANCE_PLANNER
Asset Management	Maintenance Management	BJ2	Preventive Maintenance	        Schedule Maintenance Plan	Schedule Maintenance Plan 	IP10	Maintenance Planner	SAP_BR_MAINTENANCE_PLANNER
Asset Management	Maintenance Management	BJ2	Preventive Maintenance	        Schedule Maintenance Plan	Mass Schedule Maintenance Plans 	F2774	Maintenance Planner	SAP_BR_MAINTENANCE_PLANNER
Asset Management	Maintenance Management	BJ2	Preventive Maintenance	    Order Processing				
Asset Management	Maintenance Management	BJ2	Preventive Maintenance	        Release Preventive Maintenance Order and Print to Job List	Find Maintenance Orders - Completion 	F2175	Maintenance Planner	SAP_BR_MAINTENANCE_PLANNER
Asset Management	Maintenance Management	BJ2	Preventive Maintenance	        Confirm Preventive Maintenance Order	Perform Maintenance Jobs 	F5104A	Maintenance Technician	SAP_BR_MAINTENANCE_TECHNICIAN
Asset Management	Maintenance Management	BJ2	Preventive Maintenance	        Create Follow-On Order	Create Maintenance Order	EAMS_WDA_ORDNTF_OIF	Maintenance Planner	SAP_BR_MAINTENANCE_PLANNER
Asset Management	Maintenance Management	BJ2	Preventive Maintenance	        Show Costs on Preventive Maintenance Order	Find Maintenance Orders - Completion 	F2175	Maintenance Planner	SAP_BR_MAINTENANCE_PLANNER
Asset Management	Maintenance Management	BJ2	Preventive Maintenance	        Technically Complete Preventive Maintenance Order	Find Maintenance Order 	F2175	Maintenance Planner	SAP_BR_MAINTENANCE_PLANNER
Asset Management	Maintenance Management	BJ2	Preventive Maintenance	        Review Document Flow of Preventive Maintenance Order				
Asset Management	Maintenance Management	BJ2	Preventive Maintenance	        Review Asset Maintenance Object Pages				
